station,glatos_array,consecutive_deploy_no,deploy_lat,deploy_long,deploy_date_time,recover_date_time,ins_model_no,glatos_ins_frequency,receiver_sn,code_map,code_map_comment,glatos_seasonal,glatos_project
CSE-003,CSE,2,45.143,-87.274,2018-08-15 13:14:00,2019-07-31 17:35:00,VR2W,69,109429,MAP-113,,No,GBLWF
CSE-004,CSE,2,45.148,-87.284,2018-08-15 13:24:00,2019-07-31 18:04:00,VR2W,69,109490,MAP-113,,No,GBLWF
CSE-005,CSE,2,45.152,-87.293,2018-08-15 13:39:00,2019-07-31 18:12:00,VR2W,69,122464,MAP-113,,No,GBLWF
CSE-006,CSE,2,45.157,-87.303,2018-08-15 13:50:00,2019-07-31 18:22:00,VR2W,69,109956,MAP-113,,No,GBLWF
CSE-007,CSE,2,45.161,-87.313,2018-08-15 14:02:00,2019-07-31 18:36:00,VR2W,69,131346,MAP-113,,No,GBLWF
CSE-008,CSE,2,45.165,-87.322,2018-08-15 14:16:00,2019-07-31 18:47:00,VR2W,69,109459,MAP-113,,No,GBLWF
CNE-008,CNE,2,45.199,-87.31,2018-08-15 14:30:00,2019-07-30 18:24:00,VR2W,69,125624,MAP-113,,No,GBLWF
CNE-009,CNE,2,45.202,-87.321,2018-08-15 14:42:00,2019-07-30 18:34:00,VR2W,69,109989,MAP-113,,No,GBLWF
CSW-001,CSW,2,45.228,-87.495,2018-08-15 15:39:00,2019-08-01 15:46:00,VR2W,69,109991,MAP-113,,No,GBLWF
CSW-002,CSW,2,45.225,-87.485,2018-08-15 15:55:00,2019-08-01 15:31:00,VR2W,69,109408,MAP-113,,No,GBLWF
CSW-003,CSW,2,45.221,-87.475,2018-08-15 16:08:00,2019-08-01 15:08:00,VR2W,69,106784,MAP-113,,No,GBLWF
CNW-002,CNW,2,45.249,-87.457,2018-08-15 16:37:00,2019-07-30 12:56:00,VR2W,69,122447,MAP-113,,No,GBLWF
CNW-001,CNW,2,45.253,-87.467,2018-08-15 16:50:00,2019-07-30 12:47:00,VR2W,69,109958,MAP-113,,No,GBLWF
CNW-004,CNW,2,45.242,-87.436,2018-08-16 12:11:00,2019-07-30 13:44:00,VR2W,69,109486,MAP-113,,No,GBLWF
CNW-005,CNW,2,45.239,-87.426,2018-08-16 12:27:00,2019-07-30 14:01:00,VR2W,69,109414,MAP-113,,No,GBLWF
CNW-006,CNW,2,45.235,-87.416,2018-08-16 12:46:00,2019-07-30 14:12:00,VR2W,69,131405,MAP-113,,No,GBLWF
CNW-007,CNW,2,45.231,-87.405,2018-08-16 12:59:00,2019-07-30 14:37:00,VR2W,69,109447,MAP-113,,No,GBLWF
CNW-008,CNW,2,45.228,-87.395,2018-08-16 13:18:00,2019-07-30 14:48:00,VR2W,69,120594,MAP-113,,No,GBLWF
CNW-010,CNW,2,45.221,-87.375,2018-08-16 14:00:00,2019-07-30 15:40:00,VR2W,69,131396,MAP-113,,No,GBLWF
CNW-011,CNW,2,45.216,-87.365,2018-08-16 14:17:00,2019-07-30 16:00:00,VR2W,69,109987,MAP-113,,No,GBLWF
CNW-012,CNW,2,45.213,-87.354,2018-08-16 14:45:00,2019-07-30 16:16:00,VR2W,69,109971,MAP-113,,No,GBLWF
CSW-012,CSW,2,45.191,-87.385,2018-08-16 14:58:00,2019-08-01 12:45:00,VR2W,69,109891,MAP-113,,No,GBLWF
CSW-011,CSW,2,45.194,-87.394,2018-08-16 15:10:00,2019-08-01 13:03:00,VR2W,69,131355,MAP-113,,No,GBLWF
CSW-007,CSW,2,45.208,-87.434,2018-08-16 15:51:00,2019-08-01 14:06:00,VR2W,69,131385,MAP-113,,No,GBLWF
CSW-006,CSW,2,45.211,-87.445,2018-08-16 16:01:00,2019-08-01 14:33:00,VR2W,69,109500,MAP-113,,No,GBLWF
CSW-005,CSW,2,45.215,-87.455,2018-08-16 16:10:00,2019-08-01 14:47:00,VR2W,69,119392,MAP-113,,No,GBLWF
CSW-004,CSW,2,45.218,-87.465,2018-08-16 16:20:00,2019-08-01 14:58:00,VR2W,69,112971,MAP-113,,No,GBLWF
CSW-009,CSW,2,45.201,-87.414,2018-08-17 13:01:00,2019-08-01 13:31:00,VR2W,69,131344,MAP-113,,No,GBLWF
CSW-008,CSW,2,45.205,-87.424,2018-08-17 13:11:00,2019-08-01 13:48:00,VR2W,69,131369,MAP-113,,No,GBLWF
FXR-004,FXR,1,44.462,-88.059,2018-08-24 04:59:00,2019-07-05 22:14:00,VR2W,69,129082,MAP-114,,No,GBLWF
FXR-003,FXR,1,44.534,-88.009,2018-08-24 04:59:00,2019-07-05 21:22:00,VR2W,69,129101,MAP-114,,No,GBLWF
FXR-003,FXR,2,44.534,-88.009,2019-07-05 21:32:00,2020-08-14 21:25:00,VR2W,69,129101,MAP-114,,No,GBLWF
FXR-004,FXR,2,44.462,-88.059,2019-07-05 22:24:00,2020-08-14 22:18:00,VR2W,69,129082,MAP-114,,No,GBLWF
FXR-001,FXR,3,44.461,-88.057,2019-07-05 22:57:00,2020-08-14 22:53:00,VR2W,69,132343,MAP-114,,No,GBLWF
LBI-005,LBI,3,45.743,-87.032,2019-07-09 16:55:00,2020-08-28 14:02:00,VR2W,69,131378,MAP-113,,No,GBLWF
LBI-004,LBI,3,45.742,-87.02,2019-07-09 17:06:00,2020-08-28 13:50:00,VR2W,69,124568,MAP-113,,No,GBLWF
LBI-003,LBI,3,45.742,-87.009,2019-07-09 17:21:00,2020-08-28 13:39:00,VR2W,69,109868,MAP-113,,No,GBLWF
LBI-002,LBI,3,45.742,-86.997,2019-07-09 17:30:00,2020-08-28 13:30:00,VR2W,69,131363,MAP-113,,No,GBLWF
LBI-001,LBI,3,45.742,-86.985,2019-07-09 17:39:00,2020-08-28 13:20:00,VR2W,69,119354,MAP-113,,No,GBLWF
LBO-001,LBO,3,45.707,-86.99,2019-07-09 17:51:00,2020-08-28 13:07:00,VR2W,69,122443,MAP-113,,No,GBLWF
LBO-002,LBO,3,45.708,-87.002,2019-07-09 18:01:00,2020-09-16 18:08:00,VR2W,69,109482,MAP-113,,No,GBLWF
LBO-003,LBO,3,45.708,-87.014,2019-07-09 18:12:00,2020-08-28 12:17:00,VR2W,69,110011,MAP-113,,No,GBLWF
LBO-004,LBO,3,45.708,-87.026,2019-07-09 18:21:00,2020-09-16 18:25:00,VR2W,69,109996,MAP-113,,No,GBLWF
LBO-005,LBO,3,45.708,-87.038,2019-07-09 18:34:00,2020-09-16 18:42:00,VR2W,69,109467,MAP-113,,No,GBLWF
LBO-006,LBO,3,45.708,-87.05,2019-07-09 18:45:00,2020-09-16 19:01:00,VR2W,69,131407,MAP-113,,No,GBLWF
GDS-001,GDS,3,45.841,-86.999,2019-07-09 19:09:00,2020-08-27 19:47:00,VR2W,69,131351,MAP-113,,No,GBLWF
GDS-002,GDS,3,45.836,-87.01,2019-07-09 19:17:00,2020-08-27 19:36:00,VR2W,69,109875,MAP-113,,No,GBLWF
BBI-001,BBI,3,45.719,-86.681,2019-07-10 13:44:00,2020-09-14 17:28:00,VR2W,69,131394,MAP-113,,No,GBLWF
BBI-002,BBI,3,45.722,-86.692,2019-07-10 13:56:00,2020-09-14 17:09:00,VR2W,69,131406,MAP-113,,No,GBLWF
BBI-003,BBI,3,45.724,-86.704,2019-07-10 14:12:00,2020-09-14 16:51:00,VR2W,69,106785,MAP-113,,No,GBLWF
BBI-004,BBI,3,45.726,-86.716,2019-07-10 14:35:00,2020-09-14 16:38:00,VR2W,69,131388,MAP-113,,No,GBLWF
BBI-005,BBI,3,45.729,-86.727,2019-07-10 14:45:00,2020-09-14 20:09:00,VR2W,69,131367,MAP-113,,No,GBLWF
BBI-006,BBI,3,45.731,-86.739,2019-07-10 14:58:00,2020-09-14 15:59:00,VR2W,69,131391,MAP-113,,No,GBLWF
BBI-007,BBI,3,45.734,-86.751,2019-07-10 15:09:00,2020-09-14 15:48:00,VR2W,69,131366,MAP-113,,No,GBLWF
BBI-008,BBI,3,45.736,-86.762,2019-07-10 15:21:00,2020-09-14 15:17:00,VR2W,69,109982,MAP-113,,No,GBLWF
BBI-009,BBI,4,45.738,-86.774,2019-07-10 15:34:00,2020-09-14 15:07:00,VR2W,69,109472,MAP-113,,No,GBLWF
BBI-010,BBI,3,45.74,-86.786,2019-07-10 15:44:00,2020-09-13 14:21:00,VR2W,69,109924,MAP-113,,No,GBLWF
BBI-011,BBI,3,45.743,-86.797,2019-07-10 15:58:00,2020-09-13 14:07:00,VR2W,69,109501,MAP-113,,No,GBLWF
BBI-012,BBI,3,45.745,-86.809,2019-07-10 16:06:00,2020-09-13 13:56:00,VR2W,69,109949,MAP-113,,No,GBLWF
BBI-013,BBI,3,45.747,-86.82,2019-07-10 16:14:00,2020-09-13 13:41:00,VR2W,69,109981,MAP-113,,No,GBLWF
BBO-011,BBO,3,45.716,-86.825,2019-07-10 16:28:00,2020-09-13 15:05:00,VR2W,69,131382,MAP-113,,No,GBLWF
BBO-010,BBO,3,45.713,-86.814,2019-07-10 16:39:00,2020-09-13 15:18:00,VR2W,69,109488,MAP-114,,No,GBLWF
BBO-009,BBO,3,45.71,-86.804,2019-07-10 16:49:00,2020-09-13 15:33:00,VR2W,69,131360,MAP-113,,No,GBLWF
BBO-008,BBO,3,45.708,-86.792,2019-07-10 16:57:00,2020-09-14 19:13:00,VR2W,69,113799,MAP-113,,No,GBLWF
BBO-007,BBO,3,45.705,-86.782,2019-07-10 17:08:00,2020-09-14 14:25:00,VR2W,69,129100,MAP-113,,No,GBLWF
BBO-006,BBO,3,45.702,-86.771,2019-07-10 17:16:00,2020-09-14 19:00:00,VR2W,69,109441,MAP-113,,No,GBLWF
BBO-005,BBO,3,45.699,-86.76,2019-07-10 17:26:00,2020-09-14 13:44:00,VR2W,69,119353,MAP-113,,No,GBLWF
BBO-003,BBO,3,45.694,-86.738,2019-07-10 17:59:00,2020-09-14 18:03:00,VR2W,69,109904,MAP-113,,No,GBLWF
BBO-002,BBO,3,45.691,-86.727,2019-07-10 18:14:00,2020-09-14 12:51:00,VR2W,69,109502,MAP-113,,No,GBLWF
BBO-001,BBO,3,45.688,-86.716,2019-07-10 18:38:00,2020-09-14 12:35:00,VR2W,69,109420,MAP-113,,No,GBLWF
BBO-004,BBO,3,45.696,-86.749,2019-07-10 18:53:00,2019-10-31 03:59:00,VR2W,69,109986,MAP-113,,No,GBLWF
LSI-002,LSI,3,45.622,-86.69,2019-07-11 13:33:00,2020-09-18 16:28:00,VR2W,69,131386,MAP-113,,No,GBLWF
LSI-001,LSI,3,45.627,-86.686,2019-07-11 13:44:00,2020-09-18 16:20:00,VR2W,69,109902,MAP-113,,No,GBLWF
WGI-029,WGI,3,45.644,-86.713,2019-07-12 13:11:00,2021-05-06 18:34:00,VR2W,69,119334,MAP-113,,No,GBLWF
WGI-028,WGI,3,45.636,-86.723,2019-07-12 13:27:00,2021-05-18 19:14:00,VR2W,69,122470,MAP-113,,No,GBLWF
WGI-027,WGI,3,45.628,-86.725,2019-07-12 13:38:00,2021-03-01 05:00:00,VR2W,69,109515,MAP-114,,No,GBLWF
WGI-026,WGI,3,45.62,-86.73,2019-07-12 13:47:00,2021-05-18 18:58:00,VR2W,69,109508,MAP-113,,No,GBLWF
WGI-025,WGI,3,45.612,-86.736,2019-07-12 13:57:00,2021-05-18 18:37:00,VR2W,69,112964,MAP-113,,No,GBLWF
WGI-024,WGI,3,45.604,-86.742,2019-07-12 14:08:00,2021-05-18 18:24:00,VR2W,69,122462,MAP-113,,No,GBLWF
WGI-023,WGI,3,45.596,-86.748,2019-07-12 14:18:00,2021-05-18 18:10:00,VR2W,69,125625,MAP-113,,No,GBLWF
SMG-001,SMG,3,45.596,-86.702,2019-07-12 15:20:00,2020-09-17 13:00:00,VR2W,69,119396,MAP-113,,No,GBLWF
WGI-021,WGI,3,45.58,-86.759,2019-07-17 13:46:00,2021-06-16 13:04:00,VR2W,69,109492,MAP-113,,No,GBLWF
WGI-020,WGI,3,45.572,-86.765,2019-07-17 14:02:00,2021-06-16 17:42:00,VR2W,69,131349,MAP-113,,No,GBLWF
WGI-019,WGI,3,45.564,-86.771,2019-07-17 14:13:00,2021-06-16 13:55:00,VR2W,69,131408,MAP-113,,No,GBLWF
WGI-018,WGI,3,45.556,-86.776,2019-07-17 14:24:00,2021-06-16 17:32:00,VR2W,69,131387,MAP-113,,No,GBLWF
WGI-017,WGI,3,45.548,-86.782,2019-07-17 14:35:00,2021-06-16 14:24:00,VR2W,69,131392,MAP-113,,No,GBLWF
WGI-016,WGI,3,45.54,-86.788,2019-07-17 14:46:00,2021-06-16 14:45:00,VR2W,69,109454,MAP-113,,No,GBLWF
WGI-015,WGI,3,45.532,-86.794,2019-07-17 14:58:00,2021-04-21 04:00:00,VR2W,69,109903,MAP-113,,No,GBLWF
WGI-014,WGI,3,45.524,-86.799,2019-07-17 15:09:00,2021-06-16 15:05:00,VR2W,69,125637,MAP-113,,No,GBLWF
WGI-013,WGI,3,45.516,-86.805,2019-07-17 15:26:00,2021-06-04 04:00:00,VR2W,69,131399,MAP-113,,No,GBLWF
WGI-012,WGI,3,45.508,-86.811,2019-07-17 15:38:00,2021-06-09 04:00:00,VR2W,69,109900,MAP-113,,No,GBLWF
WGI-011,WGI,3,45.5,-86.817,2019-07-17 15:48:00,2021-06-16 15:41:00,VR2W,69,122453,MAP-113,,No,GBLWF
WGI-010,WGI,3,45.492,-86.823,2019-07-17 15:59:00,2021-02-11 05:00:00,VR2W,69,119320,MAP-113,,No,GBLWF
WGI-009,WGI,3,45.484,-86.828,2019-07-17 16:09:00,2021-06-16 16:15:00,VR2W,69,109967,MAP-113,,No,GBLWF
WGI-008,WGI,3,45.475,-86.834,2019-07-17 16:38:00,2021-06-16 16:38:00,VR2W,69,131395,MAP-113,,No,GBLWF
WGI-007,WGI,3,45.467,-86.84,2019-07-17 16:55:00,2021-06-08 04:00:00,VR2W,69,114482,MAP-113,,No,GBLWF
WGI-006,WGI,3,45.459,-86.846,2019-07-17 17:06:00,2021-05-18 17:30:00,VR2W,69,122467,MAP-113,,No,GBLWF
WGI-005,WGI,3,45.452,-86.851,2019-07-17 17:18:00,2021-05-18 16:50:00,VR2W,69,109421,MAP-113,,No,GBLWF
WGI-004,WGI,3,45.444,-86.857,2019-07-17 17:30:00,2021-05-18 16:28:00,VR2W,69,109491,MAP-113,,No,GBLWF
WGI-003,WGI,3,45.435,-86.863,2019-07-17 17:43:00,2021-05-18 16:13:00,VR2W,69,131364,MAP-113,,No,GBLWF
WGI-002,WGI,3,45.427,-86.868,2019-07-17 17:57:00,2021-05-18 15:59:00,VR2W,69,109927,MAP-113,,No,GBLWF
WGI-001,WGI,3,45.419,-86.874,2019-07-17 18:08:00,2021-05-18 15:45:00,VR2W,69,131373,MAP-113,,No,GBLWF
RKI-002,RKI,3,45.412,-86.849,2019-07-17 18:33:00,2020-09-17 19:46:00,VR2W,69,109928,MAP-113,,No,GBLWF
RKI-001,RKI,3,45.417,-86.839,2019-07-17 18:44:00,2020-09-17 17:59:00,VR2W,69,109911,MAP-113,,No,GBLWF
RSM-007,RSM,3,45.433,-86.817,2019-07-17 19:03:00,2020-09-18 15:29:00,VR2W,69,131403,MAP-113,,No,GBLWF
RSM-006,RSM,3,45.441,-86.811,2019-07-22 17:16:00,2020-09-18 15:02:00,VR2W,69,122451,MAP-113,,No,GBLWF
RSM-005,RSM,3,45.449,-86.807,2019-07-22 17:36:00,2020-09-18 14:30:00,VR2W,69,109121,MAP-113,,No,GBLWF
RSM-004,RSM,3,45.457,-86.801,2019-07-22 18:02:00,2020-09-18 14:15:00,VR2W,69,122469,MAP-113,,No,GBLWF
RSM-003,RSM,3,45.465,-86.796,2019-07-22 18:39:00,2020-09-18 13:58:00,VR2W,69,109975,MAP-113,,No,GBLWF
RSM-002,RSM,3,45.474,-86.791,2019-07-22 18:53:00,2020-09-18 13:40:00,VR2W,69,109970,MAP-113,,No,GBLWF
RSM-001,RSM,3,45.482,-86.786,2019-07-22 19:04:00,2020-09-18 13:18:00,VR2W,69,113233,MAP-113,,No,GBLWF
SMG-012,SMG,3,45.507,-86.761,2019-07-22 19:33:00,2020-09-17 15:58:00,VR2W,69,109126,MAP-113,,No,GBLWF
SMG-011,SMG,3,45.517,-86.752,2019-07-24 13:58:00,2020-09-17 15:41:00,VR2W,69,110002,MAP-113,,No,GBLWF
SMG-010,SMG,3,45.525,-86.747,2019-07-24 14:19:00,2020-09-17 15:25:00,VR2W,69,119327,MAP-113,,No,GBLWF
SMG-009,SMG,3,45.533,-86.742,2019-07-24 14:31:00,2020-09-17 15:12:00,VR2W,69,122454,MAP-113,,No,GBLWF
SMG-008,SMG,3,45.54,-86.736,2019-07-24 14:43:00,2020-09-17 14:56:00,VR2W,69,109959,MAP-113,,No,GBLWF
SMG-007,SMG,3,45.548,-86.731,2019-07-24 14:55:00,2020-09-17 14:43:00,VR2W,69,112978,MAP-113,,No,GBLWF
SMG-006,SMG,3,45.556,-86.725,2019-07-24 15:06:00,2020-09-17 14:27:00,VR2W,69,109980,MAP-113,,No,GBLWF
SMG-005,SMG,3,45.563,-86.72,2019-07-24 15:17:00,2020-09-17 14:12:00,VR2W,69,109988,MAP-113,,No,GBLWF
SMG-004,SMG,3,45.571,-86.714,2019-07-24 15:49:00,2020-09-17 13:58:00,VR2W,69,119386,MAP-113,,No,GBLWF
SMG-003,SMG,3,45.578,-86.709,2019-07-24 16:10:00,2020-09-17 13:36:00,VR2W,69,122466,MAP-113,,No,GBLWF
SMG-002,SMG,3,45.586,-86.703,2019-07-24 16:27:00,2020-09-17 13:23:00,VR2W,69,122477,MAP-113,,No,GBLWF
WGI-022,WGI,3,45.588,-86.753,2019-07-24 17:43:00,2021-06-16 12:43:00,VR2W,69,131379,MAP-113,,No,GBLWF
CAN-007,CAN,3,45.064,-86.972,2019-07-25 14:07:00,2021-06-10 14:38:00,VR2W,69,109946,MAP-113,,No,GBLWF
CAN-006,CAN,3,45.067,-86.983,2019-07-25 14:26:00,2021-06-10 15:16:00,VR2W,69,120590,MAP-113,,No,GBLWF
CAN-005,CAN,3,45.072,-86.994,2019-07-25 14:57:00,2021-06-10 15:34:00,VR2W,69,109412,MAP-113,,No,GBLWF
CAN-004,CAN,3,45.077,-87.006,2019-07-25 15:12:00,2021-05-05 04:00:00,VR2W,69,119374,MAP-113,,No,GBLWF
CAN-003,CAN,3,45.081,-87.017,2019-07-25 15:53:00,2021-06-10 16:24:00,VR2W,69,113213,MAP-113,,No,GBLWF
CAN-002,CAN,3,45.085,-87.028,2019-07-25 16:05:00,2021-04-25 04:00:00,VR2W,69,109423,MAP-113,,No,GBLWF
CAN-001,CAN,3,45.089,-87.039,2019-07-25 16:16:00,2021-06-10 17:09:00,VR2W,69,131397,MAP-113,,No,GBLWF
MLB-001,MLB,3,45.063,-87.072,2019-07-25 16:45:00,2021-06-10 18:58:00,VR2W,69,109513,MAP-113,,No,GBLWF
MLB-002,MLB,3,45.069,-87.066,2019-07-25 16:56:00,2021-06-10 17:30:00,VR2W,69,131356,MAP-113,,No,GBLWF
MLB-003,MLB,3,45.074,-87.059,2019-07-25 17:04:00,2021-06-10 17:20:00,VR2W,69,131358,MAP-113,,No,GBLWF
NRB-001,NRB,3,45.117,-87.042,2019-07-25 17:17:00,2021-06-10 14:17:00,VR2W,69,109122,MAP-113,,No,GBLWF
NRB-002,NRB,3,45.124,-87.04,2019-07-25 17:26:00,2021-06-10 14:09:00,VR2W,69,131375,MAP-113,,No,GBLWF
NRB-003,NRB,3,45.131,-87.038,2019-07-25 17:32:00,2021-06-10 13:56:00,VR2W,69,109499,MAP-113,,No,GBLWF
CNW-001,CNW,3,45.253,-87.467,2019-07-30 12:52:00,2020-08-24 18:15:00,VR2W,69,124573,MAP-113,,No,GBLWF
CNW-002,CNW,3,45.25,-87.457,2019-07-30 13:00:00,2020-08-24 18:34:00,VR2W,69,125641,MAP-113,,No,GBLWF
CNW-004,CNW,3,45.242,-87.436,2019-07-30 13:49:00,2020-08-27 13:11:00,VR2W,69,122456,MAP-113,,No,GBLWF
CNW-005,CNW,3,45.239,-87.426,2019-07-30 14:06:00,2020-08-27 13:46:00,VR2W,69,109422,MAP-113,,No,GBLWF
CNW-006,CNW,3,45.235,-87.416,2019-07-30 14:17:00,2020-08-27 14:27:00,VR2W,69,119330,MAP-113,,No,GBLWF
CNW-007,CNW,3,45.231,-87.405,2019-07-30 14:42:00,2020-08-27 14:41:00,VR2W,69,119331,MAP-113,,No,GBLWF
CNW-008,CNW,3,45.228,-87.395,2019-07-30 14:55:00,2020-08-27 15:09:00,VR2W,69,119324,MAP-113,,No,GBLWF
CNW-009,CNW,3,45.224,-87.385,2019-07-30 15:11:00,2020-08-27 15:26:00,VR2W,69,109431,MAP-113,,No,GBLWF
CNW-010,CNW,3,45.221,-87.374,2019-07-30 15:42:00,2020-08-27 15:57:00,VR2W,69,110006,MAP-113,,No,GBLWF
CNW-011,CNW,3,45.216,-87.365,2019-07-30 16:07:00,2020-08-27 16:30:00,VR2W,69,113220,MAP-113,,No,GBLWF
CNW-012,CNW,3,45.213,-87.354,2019-07-30 16:21:00,2020-08-27 16:55:00,VR2W,69,119189,MAP-114,,No,GBLWF
CNE-001,CNE,3,45.178,-87.235,2019-07-30 16:46:00,2020-08-25 16:20:00,VR2W,69,119372,MAP-113,,No,GBLWF
CNE-002,CNE,3,45.181,-87.246,2019-07-30 17:03:00,2020-08-25 16:30:00,VR2W,69,122452,MAP-113,,No,GBLWF
CNE-003,CNE,3,45.185,-87.257,2019-07-30 17:20:00,2020-08-25 16:58:00,VR2W,69,109416,MAP-113,,No,GBLWF
CNE-004,CNE,3,45.187,-87.267,2019-07-30 17:31:00,2020-08-25 17:35:00,VR2W,69,125617,MAP-113,,No,GBLWF
CNE-005,CNE,3,45.19,-87.278,2019-07-30 17:50:00,2020-08-25 17:47:00,VR2W,69,122445,MAP-113,,No,GBLWF
CNE-006,CNE,3,45.193,-87.289,2019-07-30 18:07:00,2020-08-27 17:18:00,VR2W,69,131383,MAP-113,,No,GBLWF
CNE-007,CNE,3,45.196,-87.3,2019-07-30 18:18:00,2020-08-25 19:09:00,VR2W,69,122259,MAP-114,,No,GBLWF
CNE-008,CNE,3,45.199,-87.311,2019-07-30 18:30:00,2020-08-25 19:34:00,VR2W,69,113218,MAP-113,,No,GBLWF
CNE-009,CNE,3,45.202,-87.321,2019-07-30 18:38:00,2020-08-25 19:51:00,VR2W,69,109878,MAP-113,,No,GBLWF
DWI-007,DWI,3,45.3,-86.991,2019-07-31 13:39:00,2021-06-09 18:28:00,VR2W,69,113229,MAP-113,,No,GBLWF
DWI-006,DWI,3,45.306,-86.984,2019-07-31 13:58:00,2021-06-09 17:45:00,VR2W,69,119390,MAP-113,,No,GBLWF
DWI-005,DWI,3,45.312,-86.978,2019-07-31 14:16:00,2021-06-09 17:17:00,VR2W,69,109985,MAP-113,,No,GBLWF
DWI-004,DWI,3,45.317,-86.972,2019-07-31 14:30:00,2021-06-09 19:15:00,VR2W,69,122444,MAP-113,,No,GBLWF
DWI-003,DWI,3,45.323,-86.966,2019-07-31 14:43:00,2021-06-09 16:17:00,VR2W,69,110016,MAP-113,,No,GBLWF
DWI-002,DWI,3,45.329,-86.96,2019-07-31 14:58:00,2021-06-09 15:49:00,VR2W,69,109433,MAP-113,,No,GBLWF
DWI-001,DWI,3,45.335,-86.954,2019-07-31 15:09:00,2021-06-09 15:08:00,VR2W,69,131402,MAP-113,,No,GBLWF
DPN-002,DPN,3,45.32,-86.932,2019-07-31 15:22:00,2020-10-20 13:22:00,VR2W,69,131404,MAP-113,,No,GBLWF
DPN-001,DPN,3,45.315,-86.941,2019-07-31 15:39:00,2020-10-20 15:33:00,VR2W,69,110012,MAP-113,,No,GBLWF
DPS-003,DPS,3,45.3,-86.958,2019-07-31 15:54:00,2020-10-20 14:20:00,VR2W,69,109457,MAP-113,,No,GBLWF
DPS-002,DPS,3,45.295,-86.964,2019-07-31 16:05:00,2020-10-20 14:38:00,VR2W,69,131354,MAP-113,,No,GBLWF
WFR-001,WFR,3,45.925,-86.946,2019-07-31 16:10:00,2020-08-19 14:39:00,VR2W,69,109998,MAP-114,error 1 initialization occurred between deploy and recover,No,GBLWF
DPS-001,DPS,3,45.291,-86.97,2019-07-31 16:18:00,2020-10-20 15:08:00,VR2W,69,114480,MAP-113,,No,GBLWF
WFR-002,WFR,3,45.921,-86.948,2019-07-31 16:34:00,2020-08-19 14:55:00,VR2W,69,106326,MAP-114,,No,GBLWF
CSE-001,CSE,3,45.135,-87.255,2019-07-31 17:08:00,2020-08-25 16:04:00,VR2W,69,119399,MAP-114,,No,GBLWF
RPR-001,RPR,3,45.922,-86.96,2019-07-31 17:10:00,2020-08-19 17:38:00,VR2W,69,109950,MAP-114,,No,GBLWF
CSE-002,CSE,3,45.139,-87.265,2019-07-31 17:24:00,2020-08-25 15:54:00,VR2W,69,119321,MAP-113,,No,GBLWF
CSE-003,CSE,3,45.143,-87.274,2019-07-31 17:38:00,2020-08-25 15:42:00,VR2W,69,122455,MAP-113,,No,GBLWF
RPR-002,RPR,3,45.919,-86.962,2019-07-31 17:45:00,2020-08-19 15:50:00,VR2W,69,124566,MAP-114,,No,GBLWF
CSE-004,CSE,3,45.148,-87.284,2019-07-31 18:07:00,2020-08-25 15:27:00,VR2W,69,131345,MAP-113,,No,GBLWF
CSE-005,CSE,3,45.152,-87.293,2019-07-31 18:17:00,2020-08-25 15:15:00,VR2W,69,109972,MAP-113,,No,GBLWF
CSE-006,CSE,3,45.157,-87.303,2019-07-31 18:25:00,2020-08-25 15:04:00,VR2W,69,131352,MAP-113,,No,GBLWF
DSR-001,DSR,2,45.893,-86.989,2019-07-31 18:37:00,2020-08-19 16:35:00,VR2W,69,132337,MAP-114,,No,GBLWF
CSE-007,CSE,3,45.161,-87.313,2019-07-31 18:40:00,2020-08-25 14:54:00,VR2W,69,109479,MAP-113,,No,GBLWF
CSE-008,CSE,3,45.165,-87.322,2019-07-31 18:52:00,2020-08-25 14:38:00,VR2W,69,131393,MAP-113,,No,GBLWF
DSR-002,DSR,2,45.894,-86.985,2019-07-31 19:00:00,2020-08-19 16:50:00,VR2W,69,132329,MAP-114,,No,GBLWF
ESR-001,ESR,3,45.783,-87.069,2019-07-31 20:20:00,2020-08-19 19:21:00,VR2W,69,109892,MAP-114,,No,GBLWF
ESR-002,ESR,3,45.779,-87.064,2019-07-31 20:48:00,2020-08-19 19:40:00,VR2W,69,124570,MAP-114,,No,GBLWF
FDR-001,FDR,3,45.68,-87.143,2019-07-31 21:50:00,2020-08-19 21:07:00,VR2W,69,109923,MAP-114,,No,GBLWF
FDR-002,FDR,3,45.677,-87.142,2019-07-31 22:38:00,2020-08-27 14:12:00,VR2W,69,113224,MAP-114,,No,GBLWF
CDR-001,CDR,3,45.421,-87.35,2019-07-31 23:42:00,2020-08-19 22:10:00,VR2W,69,122268,MAP-114,,No,GBLWF
CSW-011,CSW,3,45.194,-87.394,2019-08-01 13:12:00,2020-08-25 13:52:00,VR2W,69,109495,MAP-113,,No,GBLWF
CSW-010,CSW,3,45.198,-87.404,2019-08-01 13:25:00,2020-08-25 13:40:00,VR2W,69,131398,MAP-113,,No,GBLWF
CSW-009,CSW,3,45.201,-87.414,2019-08-01 13:37:00,2020-08-25 13:17:00,VR2W,69,112972,MAP-113,,No,GBLWF
CSW-008,CSW,3,45.204,-87.424,2019-08-01 13:54:00,2020-08-25 13:05:00,VR2W,69,109471,MAP-113,,No,GBLWF
CSW-007,CSW,3,45.208,-87.434,2019-08-01 14:10:00,2020-08-25 12:54:00,VR2W,69,113230,MAP-113,,No,GBLWF
