deployment_id,time,latitude,longitude,receiver_model,receiver_reference_id,array_name,project_reference,recovery_datetime_utc
,UTC,degrees_north,degrees_east,,,,,UTC
PCH-001-VR2W-109453-4,2012-04-13T13:03:00Z,46.52558,-84.17251,VR2W,SMRSL_PCH-001,SMRSL,SMRSL,
PCH-001-VR2W-109889-3,2011-04-26T15:26:00Z,46.52568535,-84.17260303,VR2W,SMRSL_PCH-001,SMRSL,SMRSL,2011-08-08T16:20:00Z
PCH-002-VR2W-109468-1,2010-04-19T15:20:00Z,46.52808462,-84.17242691,VR2W,SMRSL_PCH-002,SMRSL,SMRSL,2010-07-30T13:46:00Z
PCH-002-VR2W-109927-2,2011-04-26T15:36:00Z,46.52794268,-84.17244429,VR2W,SMRSL_PCH-002,SMRSL,SMRSL,2011-08-08T16:30:00Z
PSE-001-VR2AR-551594-2025_05_03T13,2025-05-03T13:43:00Z,45.3404,-80.0435,VR2AR,V2LPSAP_PSE-001,V2LPSAP,V2LPSAP,
PSE-002-VR2AR-553439-2025_05_03T14,2025-05-03T14:05:00Z,45.34015,-80.0572,VR2AR,V2LPSAP_PSE-002,V2LPSAP,V2LPSAP,
PSE-003-VR2AR-553433-2025_05_03T14,2025-05-03T14:09:00Z,45.3473,-80.0571,VR2AR,V2LPSAP_PSE-003,V2LPSAP,V2LPSAP,
PSE-004-VR2AR-551496-2025_05_03T14,2025-05-03T14:12:00Z,45.34732,-80.06737,VR2AR,V2LPSAP_PSE-004,V2LPSAP,V2LPSAP,
PSE-005-VR2AR-551498-2025_05_03T14,2025-05-03T14:16:00Z,45.34732,-80.07743,VR2AR,V2LPSAP_PSE-005,V2LPSAP,V2LPSAP,
PSE-006-VR2AR-552932-2025_05_03T14,2025-05-03T14:18:00Z,45.34732,-80.08778,VR2AR,V2LPSAP_PSE-006,V2LPSAP,V2LPSAP,
PSE-007-VR2AR-553435-2025_05_03T14,2025-05-03T14:22:00Z,45.35445,-80.08782,VR2AR,V2LPSAP_PSE-007,V2LPSAP,V2LPSAP,
PSE-008-VR2AR-553438-2025_05_03T14,2025-05-03T14:26:00Z,45.35433,-80.07758,VR2AR,V2LPSAP_PSE-008,V2LPSAP,V2LPSAP,
PSE-009-VR2AR-547536-2025_05_03T14,2025-05-03T14:30:00Z,45.3545,-80.0674,VR2AR,V2LPSAP_PSE-009,V2LPSAP,V2LPSAP,
PSE-010-VR2AR-551497-2025_05_03T14,2025-05-03T14:33:00Z,45.36175,-80.06737,VR2AR,V2LPSAP_PSE-010,V2LPSAP,V2LPSAP,
PSE-011-VR2AR-552933-2025_05_03T14,2025-05-03T14:36:00Z,45.36177,-80.0776,VR2AR,V2LPSAP_PSE-011,V2LPSAP,V2LPSAP,
PSE-012-VR2AR-552930-2025_05_03T14,2025-05-03T14:40:00Z,45.36177,-80.0878,VR2AR,V2LPSAP_PSE-012,V2LPSAP,V2LPSAP,
PSE-013-VR2AR-552937-2025_05_03T14,2025-05-03T14:44:00Z,45.3616,-80.09803,VR2AR,V2LPSAP_PSE-013,V2LPSAP,V2LPSAP,
PSE-014-VR2AR-551499-2025_05_03T16,2025-05-03T16:22:00Z,45.36165,-80.10818,VR2AR,V2LPSAP_PSE-014,V2LPSAP,V2LPSAP,
PSE-015-VR2AR-551495-2025_05_03T15,2025-05-03T15:28:00Z,45.3689,-80.1065,VR2AR,V2LPSAP_PSE-015,V2LPSAP,V2LPSAP,
PSE-016-VR2AR-553436-2025_05_03T15,2025-05-03T15:25:00Z,45.3689,-80.098,VR2AR,V2LPSAP_PSE-016,V2LPSAP,V2LPSAP,
PSE-017-VR2AR-551492-2025_05_03T15,2025-05-03T15:23:00Z,45.3689,-80.08777,VR2AR,V2LPSAP_PSE-017,V2LPSAP,V2LPSAP,
PSE-018-VR2AR-551493-2025_05_03T15,2025-05-03T15:19:00Z,45.36888,-80.07762,VR2AR,V2LPSAP_PSE-018,V2LPSAP,V2LPSAP,
PSE-019-VR2AR-552936-2025_05_03T15,2025-05-03T15:16:00Z,45.3688,-80.06738,VR2AR,V2LPSAP_PSE-019,V2LPSAP,V2LPSAP,
PSE-020-VR2AR-553441-2025_05_03T15,2025-05-03T15:39:00Z,45.36885,-80.1179,VR2AR,V2LPSAP_PSE-020,V2LPSAP,V2LPSAP,
PSE-021-VR2AR-553437-2025_05_03T15,2025-05-03T15:52:00Z,45.36892,-80.12817,VR2AR,V2LPSAP_PSE-021,V2LPSAP,V2LPSAP,
PSE-022-VR2AR-553440-2025_05_03T15,2025-05-03T15:54:00Z,45.36892,-80.139,VR2AR,V2LPSAP_PSE-022,V2LPSAP,V2LPSAP,
PSE-026-VR2AR-553434-2025_05_03T16,2025-05-03T16:09:00Z,45.36895,-80.16945,VR2AR,V2LPSAP_PSE-026,V2LPSAP,V2LPSAP,
PSE-027-VR2AR-551500-2025_05_03T16,2025-05-03T16:12:00Z,45.36896,-80.1795,VR2AR,V2LPSAP_PSE-027,V2LPSAP,V2LPSAP,
PSM-001-VR2AR-553218-2024_05_02T17,2024-05-02T17:18:00Z,45.31912,-80.13901,VR2AR,V2LPSAP_PSM-001,V2LPSAP,V2LPSAP,2025-05-01T12:31:00Z
PSM-001-VR2AR-553218-2025_05_01T12,2025-05-01T12:53:00Z,45.3191,-80.139,VR2AR,V2LPSAP_PSM-001,V2LPSAP,V2LPSAP,
PSM-002-VR2AR-553241-2024_05_02T17,2024-05-02T17:22:00Z,45.32571,-80.1388,VR2AR,V2LPSAP_PSM-002,V2LPSAP,V2LPSAP,2025-05-01T13:04:00Z
PSM-002-VR2AR-553241-2025_05_01T13,2025-05-01T13:30:00Z,45.32571,-80.1388,VR2AR,V2LPSAP_PSM-002,V2LPSAP,V2LPSAP,
PSM-003-VR2AR-553248-2024_05_02T17,2024-05-02T17:06:00Z,45.32571,-80.149,VR2AR,V2LPSAP_PSM-003,V2LPSAP,V2LPSAP,2025-04-30T16:30:00Z
PSM-003-VR2AR-553248-2025_04_30T16,2025-04-30T16:54:00Z,45.32571,-80.14913,VR2AR,V2LPSAP_PSM-003,V2LPSAP,V2LPSAP,
PSM-004-VR2AR-553253-2024_05_02T16,2024-05-02T16:58:00Z,45.3257,-80.1592,VR2AR,V2LPSAP_PSM-004,V2LPSAP,V2LPSAP,2025-05-01T15:03:00Z
PSM-004-VR2AR-553253-2025_05_01T15,2025-05-01T15:21:00Z,45.32571,-80.15916,VR2AR,V2LPSAP_PSM-004,V2LPSAP,V2LPSAP,
PSM-005-VR2AR-553240-2024_05_02T16,2024-05-02T16:48:00Z,45.32723,-80.1694,VR2AR,V2LPSAP_PSM-005,V2LPSAP,V2LPSAP,2025-05-01T15:26:00Z
PSM-005-VR2AR-553240-2025_05_01T15,2025-05-01T15:43:00Z,45.3272,-80.1694,VR2AR,V2LPSAP_PSM-005,V2LPSAP,V2LPSAP,
PSM-006-VR2AR-553220-2024_05_02T16,2024-05-02T16:54:00Z,45.33199,-80.16932,VR2AR,V2LPSAP_PSM-006,V2LPSAP,V2LPSAP,2025-05-01T15:50:00Z
PSM-006-VR2AR-553220-2025_05_01T16,2025-05-01T16:12:00Z,45.33199,-80.16931,VR2AR,V2LPSAP_PSM-006,V2LPSAP,V2LPSAP,
PSM-007-VR2AR-553250-2024_05_02T17,2024-05-02T17:02:00Z,45.3329,-80.1592,VR2AR,V2LPSAP_PSM-007,V2LPSAP,V2LPSAP,2025-04-30T16:42:00Z
PSM-007-VR2AR-553250-2025_04_30T17,2025-04-30T17:09:00Z,45.33288,-80.15916,VR2AR,V2LPSAP_PSM-007,V2LPSAP,V2LPSAP,
PSM-008-VR2AR-553215-2024_05_02T17,2024-05-02T17:12:00Z,45.3329,-80.149,VR2AR,V2LPSAP_PSM-008,V2LPSAP,V2LPSAP,2025-04-30T16:08:00Z
PSM-008-VR2AR-553215-2025_04_30T16,2025-04-30T16:38:00Z,45.33286,-80.1489,VR2AR,V2LPSAP_PSM-008,V2LPSAP,V2LPSAP,
PSM-009-VR2AR-547536-2024_04_30T17,2024-04-30T17:00:00Z,45.3329,-80.1388,VR2AR,V2LPSAP_PSM-009,V2LPSAP,V2LPSAP,2025-05-03T08:34:00Z
PSM-009-VR2AR-553432-2025_05_03T11,2025-05-03T11:38:00Z,45.33292,-80.13878,VR2AR,V2LPSAP_PSM-009,V2LPSAP,V2LPSAP,
PSM-010-VR2AR-548677-2024_04_30T16,2024-04-30T16:00:00Z,45.33288,-80.12842,VR2AR,V2LPSAP_PSM-010,V2LPSAP,V2LPSAP,2025-05-03T11:32:00Z
PSM-010-VR2AR-548677-2025_05_03T11,2025-05-03T11:32:00Z,45.33288,-80.1284,VR2AR,V2LPSAP_PSM-010,V2LPSAP,V2LPSAP,
PSM-011-VR2AR-547592-2024_04_30T15,2024-04-30T15:55:00Z,45.33293,-80.1184,VR2AR,V2LPSAP_PSM-011,V2LPSAP,V2LPSAP,2025-05-03T10:46:00Z
PSM-011-VR2AR-547592-2025_05_03T11,2025-05-03T11:24:00Z,45.33288,-80.11843,VR2AR,V2LPSAP_PSM-011,V2LPSAP,V2LPSAP,
PSM-012-VR2AR-548208-2024_04_30T15,2024-04-30T15:47:00Z,45.33288,-80.10827,VR2AR,V2LPSAP_PSM-012,V2LPSAP,V2LPSAP,2025-05-01T14:15:00Z
PSM-012-VR2AR-548208-2025_05_01T14,2025-05-01T14:49:00Z,45.3329,-80.10826,VR2AR,V2LPSAP_PSM-012,V2LPSAP,V2LPSAP,
PSM-013-VR2AR-553255-2024_05_02T14,2024-05-02T14:10:00Z,45.3328,-80.09898,VR2AR,V2LPSAP_PSM-013,V2LPSAP,V2LPSAP,2025-05-01T14:07:00Z
PSM-013-VR2AR-553255-2025_05_01T14,2025-05-01T14:31:00Z,45.33283,-80.09903,VR2AR,V2LPSAP_PSM-013,V2LPSAP,V2LPSAP,
PSM-014-VR2AR-553233-2024_05_02T14,2024-05-02T14:15:00Z,45.34005,-80.0984,VR2AR,V2LPSAP_PSM-014,V2LPSAP,V2LPSAP,2025-05-04T10:10:00Z
PSM-014-VR2AR-553233-2025_05_04T10,2025-05-04T10:28:00Z,45.34003,-80.09838,VR2AR,V2LPSAP_PSM-014,V2LPSAP,V2LPSAP,
PSM-015-VR2AR-553257-2024_05_02T14,2024-05-02T14:17:00Z,45.34018,-80.10818,VR2AR,V2LPSAP_PSM-015,V2LPSAP,V2LPSAP,2025-05-03T09:00:00Z
PSM-015-VR2AR-553257-2025_05_03T09,2025-05-03T09:24:00Z,45.34017,-80.10815,VR2AR,V2LPSAP_PSM-015,V2LPSAP,V2LPSAP,
PSM-016-RBR-201660-2024_04_30T12,2024-04-30T12:10:00Z,45.34008,-80.11835,RBR,V2LPSAP_PSM-016,V2LPSAP,V2LPSAP,2024-11-20T14:43:00Z
PSM-016-RBR-201660-2025_05_01T15,2025-05-01T15:37:00Z,45.34012,-80.11865,RBR,V2LPSAP_PSM-016,V2LPSAP,V2LPSAP,
PSM-016-VR2AR-554438-2024_04_30T12,2024-04-30T12:08:00Z,45.3401,-80.11839,VR2AR,V2LPSAP_PSM-016,V2LPSAP,V2LPSAP,2024-11-20T14:43:00Z
PSM-016-VR2AR-554438-2024_11_20T14,2024-11-20T14:57:00Z,45.34005,-80.11862,VR2AR,V2LPSAP_PSM-016,V2LPSAP,V2LPSAP,2025-05-01T10:46:00Z
PSM-016-VR2AR-554438-2025_05_01T10,2025-05-01T10:54:00Z,45.34005,-80.1187,VR2AR,V2LPSAP_PSM-016,V2LPSAP,V2LPSAP,2025-05-01T15:34:00Z
PSM-017-VR2AR-553223-2024_05_02T14,2024-05-02T14:24:00Z,45.3401,-80.12859,VR2AR,V2LPSAP_PSM-017,V2LPSAP,V2LPSAP,2025-05-01T12:35:00Z
PSM-017-VR2AR-553223-2025_05_01T12,2025-05-01T12:52:00Z,45.34012,-80.12862,VR2AR,V2LPSAP_PSM-017,V2LPSAP,V2LPSAP,
PSM-018-VR2AR-553203-2024_05_02T14,2024-05-02T14:27:00Z,45.34023,-80.13872,VR2AR,V2LPSAP_PSM-018,V2LPSAP,V2LPSAP,2025-04-30T15:37:00Z
PSM-018-VR2AR-553203-2025_04_30T15,2025-04-30T15:59:00Z,45.34025,-80.13875,VR2AR,V2LPSAP_PSM-018,V2LPSAP,V2LPSAP,
PSM-019-VR2AR-553229-2024_05_02T14,2024-05-02T14:31:00Z,45.3401,-80.149,VR2AR,V2LPSAP_PSM-019,V2LPSAP,V2LPSAP,2025-04-30T15:25:00Z
PSM-019-VR2AR-553229-2025_04_30T15,2025-04-30T15:42:00Z,45.3401,-80.1491,VR2AR,V2LPSAP_PSM-019,V2LPSAP,V2LPSAP,
PSM-020-VR2AR-553226-2024_05_02T14,2024-05-02T14:35:00Z,45.34023,-80.15623,VR2AR,V2LPSAP_PSM-020,V2LPSAP,V2LPSAP,2024-07-24T00:00:00Z
PSM-020-VR2AR-553226-2024_11_19T10,2024-11-19T10:30:00Z,45.34035,-80.15652,VR2AR,V2LPSAP_PSM-020,V2LPSAP,V2LPSAP,2025-04-30T15:10:00Z
PSM-020-VR2AR-553226-2025_04_30T15,2025-04-30T15:28:00Z,45.34033,-80.15648,VR2AR,V2LPSAP_PSM-020,V2LPSAP,V2LPSAP,
PSM-021-VR2AR-553227-2024_05_02T14,2024-05-02T14:40:00Z,45.3481,-80.16751,VR2AR,V2LPSAP_PSM-021,V2LPSAP,V2LPSAP,2025-04-30T11:35:00Z
PSM-021-VR2AR-553227-2025_04_30T11,2025-04-30T11:54:00Z,45.34812,-80.16747,VR2AR,V2LPSAP_PSM-021,V2LPSAP,V2LPSAP,
PSM-022-VR2AR-553235-2024_05_02T14,2024-05-02T14:44:00Z,45.3473,-80.1592,VR2AR,V2LPSAP_PSM-022,V2LPSAP,V2LPSAP,2025-04-30T12:00:00Z
PSM-022-VR2AR-553235-2025_04_30T14,2025-04-30T14:45:00Z,45.34727,-80.15915,VR2AR,V2LPSAP_PSM-022,V2LPSAP,V2LPSAP,
PSM-023-VR2AR-553231-2024_05_02T14,2024-05-02T14:48:00Z,45.3473,-80.149,VR2AR,V2LPSAP_PSM-023,V2LPSAP,V2LPSAP,2025-04-30T14:40:00Z
PSM-023-VR2AR-553231-2025_04_30T15,2025-04-30T15:04:00Z,45.3473,-80.14898,VR2AR,V2LPSAP_PSM-023,V2LPSAP,V2LPSAP,
PSM-024-VR2AR-553232-2024_05_02T14,2024-05-02T14:53:00Z,45.3473,-80.1388,VR2AR,V2LPSAP_PSM-024,V2LPSAP,V2LPSAP,2025-04-30T12:15:00Z
PSM-024-VR2AR-553232-2025_04_30T14,2025-04-30T14:28:00Z,45.34726,-80.13885,VR2AR,V2LPSAP_PSM-024,V2LPSAP,V2LPSAP,
PSM-025-VR2AR-553217-2024_05_02T14,2024-05-02T14:56:00Z,45.3473,-80.12859,VR2AR,V2LPSAP_PSM-025,V2LPSAP,V2LPSAP,2025-05-01T12:20:00Z
PSM-025-VR2AR-553217-2025_05_01T12,2025-05-01T12:33:00Z,45.3473,-80.12865,VR2AR,V2LPSAP_PSM-025,V2LPSAP,V2LPSAP,
PSM-026-VR2AR-553210-2024_05_02T15,2024-05-02T15:00:00Z,45.3473,-80.11839,VR2AR,V2LPSAP_PSM-026,V2LPSAP,V2LPSAP,2025-05-01T09:45:00Z
PSM-026-VR2AR-553210-2025_05_01T10,2025-05-01T10:45:00Z,45.3473,-80.11835,VR2AR,V2LPSAP_PSM-026,V2LPSAP,V2LPSAP,
PSM-027-VR2AR-553237-2024_05_02T15,2024-05-02T15:04:00Z,45.3473,-80.10819,VR2AR,V2LPSAP_PSM-027,V2LPSAP,V2LPSAP,2025-05-01T11:30:00Z
PSM-027-VR2AR-553237-2025_05_01T11,2025-05-01T11:43:00Z,45.34727,-80.1082,VR2AR,V2LPSAP_PSM-027,V2LPSAP,V2LPSAP,
PSM-028-VR2AR-553213-2024_05_02T16,2024-05-02T16:26:00Z,45.3473,-80.09798,VR2AR,V2LPSAP_PSM-028,V2LPSAP,V2LPSAP,2025-05-01T11:35:00Z
PSM-028-VR2AR-553213-2025_05_01T12,2025-05-01T12:01:00Z,45.34727,-80.09797,VR2AR,V2LPSAP_PSM-028,V2LPSAP,V2LPSAP,
PSM-029-VR2AR-553208-2024_05_03T08,2024-05-03T08:50:00Z,45.35449,-80.09798,VR2AR,V2LPSAP_PSM-029,V2LPSAP,V2LPSAP,2025-05-01T11:57:00Z
PSM-029-VR2AR-553208-2025_05_01T12,2025-05-01T12:05:00Z,45.35452,-80.09805,VR2AR,V2LPSAP_PSM-029,V2LPSAP,V2LPSAP,
PSM-030-VR2AR-553244-2024_05_03T08,2024-05-03T08:53:00Z,45.3545,-80.10818,VR2AR,V2LPSAP_PSM-030,V2LPSAP,V2LPSAP,2025-05-01T09:15:00Z
PSM-030-VR2AR-553244-2025_05_01T09,2025-05-01T09:25:00Z,45.35447,-80.10815,VR2AR,V2LPSAP_PSM-030,V2LPSAP,V2LPSAP,
PSM-031-VR2AR-553214-2024_05_03T08,2024-05-03T08:55:00Z,45.3545,-80.1184,VR2AR,V2LPSAP_PSM-031,V2LPSAP,V2LPSAP,2025-05-01T09:20:00Z
PSM-031-VR2AR-553214-2025_05_01T09,2025-05-01T09:31:00Z,45.35445,-80.11843,VR2AR,V2LPSAP_PSM-031,V2LPSAP,V2LPSAP,
PSM-032-VR2AR-553221-2024_05_03T08,2024-05-03T08:58:00Z,45.3545,-80.12859,VR2AR,V2LPSAP_PSM-032,V2LPSAP,V2LPSAP,2025-05-01T09:36:00Z
PSM-032-VR2AR-553221-2025_05_01T09,2025-05-01T09:53:00Z,45.35452,-80.1287,VR2AR,V2LPSAP_PSM-032,V2LPSAP,V2LPSAP,
PSM-033-VR2AR-553205-2024_05_03T09,2024-05-03T09:00:00Z,45.3545,-80.1388,VR2AR,V2LPSAP_PSM-033,V2LPSAP,V2LPSAP,2025-04-30T09:58:00Z
PSM-033-VR2AR-553205-2025_04_30T10,2025-04-30T10:21:00Z,45.35453,-80.13917,VR2AR,V2LPSAP_PSM-033,V2LPSAP,V2LPSAP,
PSM-034-VR2AR-553212-2024_05_02T17,2024-05-02T17:36:00Z,45.3545,-80.149,VR2AR,V2LPSAP_PSM-034,V2LPSAP,V2LPSAP,2025-04-30T10:15:00Z
PSM-034-VR2AR-553212-2025_04_30T10,2025-04-30T10:27:00Z,45.35452,-80.14902,VR2AR,V2LPSAP_PSM-034,V2LPSAP,V2LPSAP,
PSM-035-VR2AR-553246-2024_05_02T17,2024-05-02T17:33:00Z,45.3545,-80.15921,VR2AR,V2LPSAP_PSM-035,V2LPSAP,V2LPSAP,2025-04-30T17:07:00Z
PSM-035-VR2AR-553246-2025_04_30T17,2025-04-30T17:18:00Z,45.35448,-80.15923,VR2AR,V2LPSAP_PSM-035,V2LPSAP,V2LPSAP,
PSM-036-VR2AR-553209-2024_05_02T17,2024-05-02T17:29:00Z,45.35449,-80.16941,VR2AR,V2LPSAP_PSM-036,V2LPSAP,V2LPSAP,2025-04-30T11:19:00Z
PSM-036-VR2AR-553209-2025_04_30T11,2025-04-30T11:31:00Z,45.35447,-80.16942,VR2AR,V2LPSAP_PSM-036,V2LPSAP,V2LPSAP,
PSM-037-VR2AR-553224-2024_05_02T17,2024-05-02T17:46:00Z,45.36169,-80.16942,VR2AR,V2LPSAP_PSM-037,V2LPSAP,V2LPSAP,2025-04-30T08:25:00Z
PSM-037-VR2AR-553224-2025_04_30T08,2025-04-30T08:48:00Z,45.36178,-80.16945,VR2AR,V2LPSAP_PSM-037,V2LPSAP,V2LPSAP,
PSM-038-VR2AR-553254-2024_05_02T17,2024-05-02T17:43:00Z,45.3617,-80.15921,VR2AR,V2LPSAP_PSM-038,V2LPSAP,V2LPSAP,2025-04-30T08:58:00Z
PSM-038-VR2AR-553254-2025_04_30T10,2025-04-30T10:37:00Z,45.36172,-80.15922,VR2AR,V2LPSAP_PSM-038,V2LPSAP,V2LPSAP,
PSM-039-VR2AR-553249-2024_05_02T17,2024-05-02T17:39:00Z,45.3617,-80.149,VR2AR,V2LPSAP_PSM-039,V2LPSAP,V2LPSAP,2025-04-30T10:38:00Z
PSM-039-VR2AR-553249-2025_04_30T11,2025-04-30T11:09:00Z,45.3617,-80.149,VR2AR,V2LPSAP_PSM-039,V2LPSAP,V2LPSAP,
PSM-040-VR2AR-553251-2024_05_03T09,2024-05-03T09:03:00Z,45.3617,-80.1388,VR2AR,V2LPSAP_PSM-040,V2LPSAP,V2LPSAP,2025-04-30T09:53:00Z
PSM-040-VR2AR-553251-2025_04_30T10,2025-04-30T10:06:00Z,45.36173,-80.13875,VR2AR,V2LPSAP_PSM-040,V2LPSAP,V2LPSAP,
PSM-041-VR2AR-553207-2024_05_03T09,2024-05-03T09:06:00Z,45.3617,-80.12859,VR2AR,V2LPSAP_PSM-041,V2LPSAP,V2LPSAP,2025-05-01T10:05:00Z
PSM-041-VR2AR-553207-2025_05_01T10,2025-05-01T10:25:00Z,45.36172,-80.12862,VR2AR,V2LPSAP_PSM-041,V2LPSAP,V2LPSAP,
PSM-042-VR2AR-553252-2024_05_03T09,2024-05-03T09:08:00Z,45.3617,-80.11839,VR2AR,V2LPSAP_PSM-042,V2LPSAP,V2LPSAP,2025-05-01T10:01:00Z
PSM-042-VR2AR-553252-2025_05_01T10,2025-05-01T10:17:00Z,45.36173,-80.1184,VR2AR,V2LPSAP_PSM-042,V2LPSAP,V2LPSAP,
PWC-001-VR2W-109461-1,2010-04-16T14:07:00Z,46.505623,-84.350061,VR2W,SMRSL_PWC-001,SMRSL,SMRSL,2010-06-03T15:20:00Z
PWC-001-VR2W-109461-2,2010-06-03T15:40:00Z,46.505623,-84.350061,VR2W,SMRSL_PWC-001,SMRSL,SMRSL,2010-08-02T17:05:00Z
PWC-001-VR2W-109876-3,2011-05-25T15:23:00Z,46.50538977,-84.35130657,VR2W,SMRSL_PWC-001,SMRSL,SMRSL,2011-08-04T15:36:00Z
PWC-001-VR2W-109900-4,2012-04-17T19:11:00Z,46.50537,-84.35128,VR2W,SMRSL_PWC-001,SMRSL,SMRSL,
PWC-002-VR2W-109418-1,2010-04-16T14:11:00Z,46.505385,-84.351702,VR2W,SMRSL_PWC-002,SMRSL,SMRSL,2010-06-03T15:48:00Z
PWC-002-VR2W-109418-2,2010-06-03T16:03:00Z,46.505187,-84.352709,VR2W,SMRSL_PWC-002,SMRSL,SMRSL,2010-08-02T16:49:00Z
PWC-002-VR2W-109428-4,2012-04-17T19:17:00Z,46.50504,-84.35313,VR2W,SMRSL_PWC-002,SMRSL,SMRSL,
PWC-002-VR2W-109951-3,2011-05-25T15:39:00Z,46.50508463,-84.35300244,VR2W,SMRSL_PWC-002,SMRSL,SMRSL,2011-08-04T15:42:00Z
RNS-001-VR2W-109410-1,2010-04-18T20:20:00Z,46.25226568,-84.10265225,VR2W,SMRSL_RNS-001,SMRSL,SMRSL,2010-04-27T17:35:00Z
RNS-001-VR2W-109410-2,2010-04-27T17:46:00Z,46.25222,-84.102676,VR2W,SMRSL_RNS-001,SMRSL,SMRSL,2010-06-22T14:44:00Z
RNS-001-VR2W-109410-3,2010-06-22T14:59:00Z,46.252275,-84.102722,VR2W,SMRSL_RNS-001,SMRSL,SMRSL,2010-08-04T16:15:00Z
RNS-002-VR2W-109421-1,2010-04-18T20:28:00Z,46.25202064,-84.10061274,VR2W,SMRSL_RNS-002,SMRSL,SMRSL,2010-04-27T18:01:00Z
RNS-002-VR2W-109421-2,2010-04-27T18:12:00Z,46.2519,-84.100868,VR2W,SMRSL_RNS-002,SMRSL,SMRSL,2010-08-04T13:53:00Z
RNS-003-VR2W-109459-1,2010-04-18T20:48:00Z,46.252539,-84.099208,VR2W,SMRSL_RNS-003,SMRSL,SMRSL,2010-06-22T15:43:00Z
RNS-003-VR2W-109459-2,2010-06-22T16:02:00Z,46.25233,-84.099016,VR2W,SMRSL_RNS-003,SMRSL,SMRSL,2010-07-29T18:04:00Z
RNS-003-VR2W-113227-3,2011-04-25T20:41:00Z,46.252462,-84.09886467,VR2W,SMRSL_RNS-003,SMRSL,SMRSL,2011-08-05T17:48:00Z
RNS-004-VR2W-106784-1,2010-05-20T13:29:00Z,46.252643,-84.100372,VR2W,SMRSL_RNS-004,SMRSL,SMRSL,2010-08-04T14:35:00Z
RNS-005-VR2W-109411-1,2010-04-18T20:40:00Z,46.253214,-84.10005,VR2W,SMRSL_RNS-005,SMRSL,SMRSL,2010-08-04T14:42:00Z
RNS-006-VR2W-109464-1,2010-04-18T20:07:00Z,46.25355481,-84.10228243,VR2W,SMRSL_RNS-006,SMRSL,SMRSL,2010-04-27T17:00:00Z
RNS-006-VR2W-109464-2,2010-04-27T17:18:00Z,46.25355057,-84.10230219,VR2W,SMRSL_RNS-006,SMRSL,SMRSL,2010-06-22T14:09:00Z
RNS-006-VR2W-109464-3,2010-06-22T14:30:00Z,46.25356031,-84.10228221,VR2W,SMRSL_RNS-006,SMRSL,SMRSL,2010-07-29T16:29:00Z
RNS-006-VR2W-113228-4,2011-04-25T20:50:00Z,46.25359967,-84.10229388,VR2W,SMRSL_RNS-006,SMRSL,SMRSL,2011-08-05T16:28:00Z
RNS-007-VR2W-109409-1,2012-04-17T15:30:00Z,46.25878,-84.10362,VR2W,SMRSL_RNS-007,SMRSL,SMRSL,
RTR-001-VR2W-109422-1,2010-04-19T14:20:00Z,46.54205481,-84.20278287,VR2W,SMRSL_RTR-001,SMRSL,SMRSL,2010-07-30T12:58:00Z
RTR-001-VR2W-109984-3,2012-04-16T15:00:00Z,46.54234,-84.21269,VR2W,SMRSL_RTR-001,SMRSL,SMRSL,
RTR-001-VR2W-110005-2,2011-05-18T20:16:00Z,46.54233095,-84.21271804,VR2W,SMRSL_RTR-001,SMRSL,SMRSL,2011-08-09T13:59:00Z
RTR-002-VR2W-109427-1,2010-04-19T14:12:00Z,46.54148179,-84.20490942,VR2W,SMRSL_RTR-002,SMRSL,SMRSL,2010-07-30T13:05:00Z
RTR-002-VR2W-109896-2,2011-05-18T20:05:00Z,46.54274531,-84.2159605,VR2W,SMRSL_RTR-002,SMRSL,SMRSL,2011-08-09T14:30:00Z
RTR-002-VR2W-113227-3,2012-04-16T15:10:00Z,46.54273,-84.21595,VR2W,SMRSL_RTR-002,SMRSL,SMRSL,
RVR-001-VR2W-109410-3,2012-04-12T19:34:00Z,46.46697,-84.29288,VR2W,SMRSL_RVR-001,SMRSL,SMRSL,
RVR-001-VR2W-109420-1,2010-04-16T19:00:00Z,46.46455204,-84.29028089,VR2W,SMRSL_RVR-001,SMRSL,SMRSL,2010-07-31T14:58:00Z
RVR-001-VR2W-113226-2,2011-04-27T15:59:00Z,46.4668172,-84.29265111,VR2W,SMRSL_RVR-001,SMRSL,SMRSL,2011-08-03T12:59:00Z
RVR-002-VR2W-109406-1,2010-04-16T17:52:00Z,46.47607137,-84.30246532,VR2W,SMRSL_RVR-002,SMRSL,SMRSL,2010-07-31T14:32:00Z
RVR-002-VR2W-109920-3,2012-04-12T17:33:00Z,46.47624,-84.30228,VR2W,SMRSL_RVR-002,SMRSL,SMRSL,
RVR-002-VR2W-110011-2,2011-04-27T16:15:00Z,46.47621261,-84.30229132,VR2W,SMRSL_RVR-002,SMRSL,SMRSL,2011-08-03T11:54:00Z
SDB_010-VR2W-106602-2017_08_10T14,2017-08-10T14:05:00Z,41.48442,-82.82857,VR2W,V2LGLFC_SDB_010,V2LGLFC,V2LGLFC,2018-08-21T09:45:00Z
SQR-001-VR2W-113215-1,2011-04-25T23:04:00Z,46.51451787,-84.11585217,VR2W,SMRSL_SQR-001,SMRSL,SMRSL,2011-08-07T15:32:00Z
